Vendor County Code,Vendor County,Obligation Year and Month,Number of Families Redeemed,Number of Food Instruments Redeemed,Dollar Amount of Food Instruments,Average Cost per Family,Statewide Infant Formula Rebate,Total Cost Adjusted,Average Cost Adjusted
34,Sacramento,201504,28864,152495,"$2,841,569.53 ",$98.45 ,,,
34,Sacramento,201505,28347,148857,"$2,772,547.77 ",$97.81 ,,,
34,Sacramento,201506,28392,150162,"$2,797,459.75 ",$98.53 ,,,
34,Sacramento,201507,28816,152073,"$2,827,432.03 ",$98.12 ,,,
34,Sacramento,201508,28505,150982,"$2,806,383.74 ",$98.45 ,,,
34,Sacramento,201509,28746,151895,"$2,824,348.84 ",$98.25 ,,,
34,Sacramento,201510,28541,148685,"$2,779,870.12 ",$97.40 ,,,
34,Sacramento,201511,27772,144922,"$2,719,731.40 ",$97.93 ,,,
34,Sacramento,201512,27567,144162,"$2,690,862.54 ",$97.61 ,,,
34,Sacramento,2016,45489,1711838,"$31,622,726.38 ",$695.17 ,,,
34,Sacramento,201601,28084,147802,"$2,743,856.58 ",$97.70 ,,,
34,Sacramento,201602,27408,143260,"$2,665,680.41 ",$97.26 ,,,
34,Sacramento,201603,27516,143436,"$2,678,020.04 ",$97.33 ,,,
34,Sacramento,201604,27734,146440,"$2,726,444.74 ",$98.31 ,,,
34,Sacramento,201605,27368,143773,"$2,652,727.30 ",$96.93 ,,,
34,Sacramento,201606,27163,143801,"$2,638,103.87 ",$97.12 ,,,
34,Sacramento,201607,26692,141242,"$2,586,376.73 ",$96.90 ,,,
34,Sacramento,201608,27603,146242,"$2,668,082.14 ",$96.66 ,,,
34,Sacramento,201609,27219,144042,"$2,634,309.11 ",$96.78 ,,,
34,Sacramento,201610,26447,138590,"$2,548,902.45 ",$96.38 ,,,
34,Sacramento,201611,26162,137930,"$2,557,679.37 ",$97.76 ,,,
34,Sacramento,201612,25673,135280,"$2,522,543.64 ",$98.26 ,,,
34,Sacramento,2017,43106,1626331,"$30,276,850.32 ",$702.38 ,,,
34,Sacramento,201701,26400,140277,"$2,603,635.10 ",$98.62 ,,,
34,Sacramento,201702,25324,134118,"$2,497,324.83 ",$98.61 ,,,
34,Sacramento,201703,25689,136156,"$2,536,877.65 ",$98.75 ,,,
34,Sacramento,201704,25562,135871,"$2,541,153.11 ",$99.41 ,,,
34,Sacramento,201705,25861,136308,"$2,545,933.84 ",$98.45 ,,,
34,Sacramento,201706,25758,136713,"$2,537,390.65 ",$98.51 ,,,
34,Sacramento,201707,25623,136769,"$2,525,785.82 ",$98.57 ,,,
34,Sacramento,201708,26183,138177,"$2,557,517.20 ",$97.68 ,,,
34,Sacramento,201709,25814,137053,"$2,535,051.19 ",$98.20 ,,,
34,Sacramento,201710,25503,134021,"$2,492,953.27 ",$97.75 ,,,
34,Sacramento,201711,25032,132104,"$2,480,544.50 ",$99.09 ,,,
34,Sacramento,201712,24349,128764,"$2,422,683.16 ",$99.50 ,,,
34,Sacramento,2018,40603,1541247,"$29,197,434.34 ",$719.10 ,,,
34,Sacramento,201801,25557,135768,"$2,549,652.12 ",$99.76 ,,,
34,Sacramento,201802,24685,129784,"$2,449,535.01 ",$99.23 ,,,
34,Sacramento,201803,24424,128897,"$2,438,786.81 ",$99.85 ,,,
34,Sacramento,201804,24304,130208,"$2,457,428.91 ",$101.11 ,,,
34,Sacramento,201805,24607,130431,"$2,460,630.38 ",$100.00 ,,,
34,Sacramento,201806,24164,129351,"$2,438,140.34 ",$100.90 ,,,
34,Sacramento,201807,24281,129549,"$2,435,541.94 ",$100.31 ,,,
34,Sacramento,201808,24511,129836,"$2,448,862.12 ",$99.91 ,,,
34,Sacramento,201809,23975,127583,"$2,411,025.58 ",$100.56 ,,,
34,Sacramento,201810,23916,126431,"$2,419,564.83 ",$101.17 ,,,
34,Sacramento,201811,23394,124418,"$2,388,386.76 ",$102.09 ,,,
34,Sacramento,201812,22406,118991,"$2,299,879.54 ",$102.65 ,,,
35,San Benito,2010,2596,91962,"$1,580,195.28 ",$608.70 ,,,
35,San Benito,201001,1543,8207,"$137,028.68 ",$88.81 ,,,
35,San Benito,201002,1457,7680,"$128,597.06 ",$88.26 ,,,
35,San Benito,201003,1471,7735,"$128,962.11 ",$87.67 ,,,
35,San Benito,201004,1536,7865,"$128,102.80 ",$83.40 ,,,
35,San Benito,201005,1517,7568,"$126,084.52 ",$83.11 ,,,
35,San Benito,201006,1556,7618,"$129,453.09 ",$83.20 ,,,
35,San Benito,201007,1578,7707,"$134,786.32 ",$85.42 ,,,
35,San Benito,201008,1583,7706,"$134,365.36 ",$84.88 ,,,
35,San Benito,201009,1589,7573,"$134,667.63 ",$84.75 ,,,
35,San Benito,201010,1561,7440,"$132,316.75 ",$84.76 ,,,
35,San Benito,201011,1511,7453,"$133,441.77 ",$88.31 ,,,
35,San Benito,201012,1513,7410,"$132,389.19 ",$87.50 ,,,
35,San Benito,2011,2608,88857,"$1,746,545.03 ",$669.69 ,,,
35,San Benito,201101,1539,7539,"$133,917.93 ",$87.02 ,,,
35,San Benito,201102,1491,7346,"$131,274.80 ",$88.04 ,,,
35,San Benito,201103,1532,7479,"$134,180.55 ",$87.59 ,,,
35,San Benito,201104,1544,7568,"$136,619.55 ",$88.48 ,,,
35,San Benito,201105,1514,7454,"$136,197.65 ",$89.96 ,,,
35,San Benito,201106,1548,7631,"$144,771.40 ",$93.52 ,,,
35,San Benito,201107,1542,7494,"$146,016.91 ",$94.69 ,,,
35,San Benito,201108,1596,7546,"$156,377.16 ",$97.98 ,,,
35,San Benito,201109,1547,7374,"$160,146.72 ",$103.52 ,,,
35,San Benito,201110,1496,7093,"$149,489.45 ",$99.93 ,,,
35,San Benito,201111,1478,7176,"$156,647.68 ",$105.99 ,,,
35,San Benito,201112,1474,7157,"$160,905.23 ",$109.16 ,,,
35,San Benito,2012,2555,86729,"$1,740,110.06 ",$681.06 ,,,
35,San Benito,201201,1495,7272,"$161,019.59 ",$107.71 ,,,
35,San Benito,201202,1478,7260,"$158,531.02 ",$107.26 ,,,
35,San Benito,201203,1513,7259,"$155,857.53 ",$103.01 ,,,
35,San Benito,201204,1556,7467,"$154,261.29 ",$99.14 ,,,
35,San Benito,201205,1586,7439,"$148,089.44 ",$93.37 ,,,
35,San Benito,201206,1570,7533,"$146,812.08 ",$93.51 ,,,
35,San Benito,201207,1583,7372,"$145,402.79 ",$91.85 ,,,
35,San Benito,201208,1537,7214,"$138,306.70 ",$89.98 ,,,
35,San Benito,201209,1512,7035,"$133,244.62 ",$88.12 ,,,
35,San Benito,201210,1516,7141,"$134,781.98 ",$88.91 ,,,
35,San Benito,201211,1458,6790,"$130,759.77 ",$89.68 ,,,
35,San Benito,201212,1489,6947,"$133,043.25 ",$89.35 ,,,
35,San Benito,2013,2554,79825,"$1,545,132.53 ",$604.99 ,,,
35,San Benito,201301,1489,7139,"$137,002.55 ",$92.01 ,,,
35,San Benito,201302,1504,7059,"$135,347.06 ",$89.99 ,,,
35,San Benito,201303,1503,6874,"$133,935.98 ",$89.11 ,,,
35,San Benito,201304,1449,6598,"$128,012.64 ",$88.35 ,,,
35,San Benito,201305,1411,6383,"$124,373.75 ",$88.15 ,,,
35,San Benito,201306,1414,6320,"$123,367.78 ",$87.25 ,,,
35,San Benito,201307,1463,6780,"$130,911.39 ",$89.48 ,,,
35,San Benito,201308,1462,6614,"$129,036.13 ",$88.26 ,,,
35,San Benito,201309,1459,6700,"$127,978.52 ",$87.72 ,,,
35,San Benito,201310,1492,6717,"$130,089.71 ",$87.19 ,,,
35,San Benito,201311,1418,6410,"$122,964.03 ",$86.72 ,,,
35,San Benito,201312,1370,6231,"$122,112.99 ",$89.13 ,,,
35,San Benito,2014,2597,75112,"$1,548,313.72 ",$596.19 ,,,
35,San Benito,201401,1464,6697,"$131,815.76 ",$90.04 ,,,
35,San Benito,201402,1364,6340,"$126,913.87 ",$93.05 ,,,
35,San Benito,201403,1320,6148,"$123,832.21 ",$93.81 ,,,
35,San Benito,201404,1378,6283,"$127,074.42 ",$92.22 ,,,
35,San Benito,201405,1414,6388,"$130,140.95 ",$92.04 ,,,
35,San Benito,201406,1377,6274,"$130,845.03 ",$95.02 ,,,
35,San Benito,201407,1420,6351,"$133,260.88 ",$93.85 ,,,
35,San Benito,201408,1404,6136,"$130,991.86 ",$93.30 ,,,
35,San Benito,201409,1432,6379,"$134,138.13 ",$93.67 ,,,
35,San Benito,201410,1421,6243,"$130,524.92 ",$91.85 ,,,
35,San Benito,201411,1304,5865,"$121,682.38 ",$93.31 ,,,
35,San Benito,201412,1322,6008,"$127,093.31 ",$96.14 ,,,
35,San Benito,2015,2210,70195,"$1,517,057.91 ",$686.45 ,,,
35,San Benito,201501,1313,6150,"$129,256.75 ",$98.44 ,,,
35,San Benito,201502,1309,6086,"$129,764.70 ",$99.13 ,,,
35,San Benito,201503,1285,5911,"$125,617.48 ",$97.76 ,,,
35,San Benito,201504,1273,5914,"$127,529.92 ",$100.18 ,,,
35,San Benito,201505,1274,5742,"$123,531.46 ",$96.96 ,,,
35,San Benito,201506,1309,6080,"$132,512.45 ",$101.23 ,,,
35,San Benito,201507,1308,5970,"$128,172.03 ",$97.99 ,,,
35,San Benito,201508,1315,5943,"$130,914.50 ",$99.55 ,,,
35,San Benito,201509,1276,5822,"$128,988.07 ",$101.09 ,,,
35,San Benito,201510,1271,5681,"$125,507.85 ",$98.75 ,,,
35,San Benito,201511,1200,5383,"$116,860.88 ",$97.38 ,,,
35,San Benito,201512,1242,5513,"$118,401.82 ",$95.33 ,,,
35,San Benito,2016,2131,65893,"$1,382,897.91 ",$648.94 ,,,
35,San Benito,201601,1242,5724,"$122,619.31 ",$98.73 ,,,
35,San Benito,201602,1229,5660,"$120,464.40 ",$98.02 ,,,
35,San Benito,201603,1213,5547,"$116,840.38 ",$96.32 ,,,
35,San Benito,201604,1197,5524,"$117,156.08 ",$97.87 ,,,
35,San Benito,201605,1202,5606,"$116,324.08 ",$96.78 ,,,
35,San Benito,201606,1203,5582,"$117,629.78 ",$97.78 ,,,
35,San Benito,201607,1177,5470,"$113,828.54 ",$96.71 ,,,
35,San Benito,201608,1197,5568,"$115,880.67 ",$96.81 ,,,
35,San Benito,201609,1201,5567,"$116,434.09 ",$96.95 ,,,
35,San Benito,201610,1180,5230,"$110,087.92 ",$93.29 ,,,
35,San Benito,201611,1156,5169,"$106,347.98 ",$92.00 ,,,
35,San Benito,201612,1156,5246,"$109,284.68 ",$94.54 ,,,
35,San Benito,2017,2022,62556,"$1,314,757.87 ",$650.23 ,,,
35,San Benito,201701,1203,5483,"$112,604.08 ",$93.60 ,,,
35,San Benito,201702,1151,5342,"$109,550.66 ",$95.18 ,,,
35,San Benito,201703,1195,5389,"$110,874.86 ",$92.78 ,,,
35,San Benito,201704,1133,5113,"$106,762.19 ",$94.23 ,,,
35,San Benito,201705,1189,5326,"$111,993.03 ",$94.19 ,,,
35,San Benito,201706,1139,5236,"$110,919.11 ",$97.38 ,,,
35,San Benito,201707,1149,5227,"$111,445.03 ",$96.99 ,,,
35,San Benito,201708,1173,5320,"$113,310.72 ",$96.60 ,,,
35,San Benito,201709,1137,5346,"$113,493.09 ",$99.82 ,,,
35,San Benito,201710,1120,5172,"$109,042.14 ",$97.36 ,,,
35,San Benito,201711,1076,4888,"$104,028.70 ",$96.68 ,,,
35,San Benito,201712,1024,4714,"$100,734.26 ",$98.37 ,,,
35,San Benito,2018,1857,56882,"$1,193,194.44 ",$642.54 ,,,
35,San Benito,201801,1077,4811,"$100,574.33 ",$93.38 ,,,
35,San Benito,201802,981,4460,"$94,918.94 ",$96.76 ,,,
35,San Benito,201803,1014,4629,"$99,804.40 ",$98.43 ,,,
35,San Benito,201804,1010,4666,"$99,878.23 ",$98.89 ,,,
35,San Benito,201805,1039,4760,"$100,431.13 ",$96.66 ,,,
35,San Benito,201806,984,4661,"$98,330.93 ",$99.93 ,,,
35,San Benito,201807,1057,4926,"$103,502.49 ",$97.92 ,,,
35,San Benito,201808,1092,5040,"$105,383.41 ",$96.50 ,,,
35,San Benito,201809,1064,4891,"$101,193.26 ",$95.11 ,,,
35,San Benito,201810,1057,4873,"$100,621.89 ",$95.20 ,,,
35,San Benito,201811,1018,4700,"$97,799.70 ",$96.07 ,,,
35,San Benito,201812,970,4465,"$90,755.73 ",$93.56 ,,,
36,San Bernardino,2010,103279,3697840,"$65,034,486.37 ",$629.70 ,,,
36,San Bernardino,201001,57123,316336,"$5,344,489.51 ",$93.56 ,,,
36,San Bernardino,201002,55801,309196,"$5,201,459.76 ",$93.21 ,,,
36,San Bernardino,201003,58280,322396,"$5,396,987.39 ",$92.60 ,,,
36,San Bernardino,201004,58506,316075,"$5,446,223.46 ",$93.09 ,,,
36,San Bernardino,201005,57510,300964,"$5,343,096.37 ",$92.91 ,,,
36,San Bernardino,201006,58814,305579,"$5,457,376.37 ",$92.79 ,,,
36,San Bernardino,201007,58849,304544,"$5,428,908.99 ",$92.25 ,,,
36,San Bernardino,201008,59628,309800,"$5,527,514.95 ",$92.70 ,,,
36,San Bernardino,201009,59641,309175,"$5,528,210.77 ",$92.69 ,,,
36,San Bernardino,201010,58258,301067,"$5,435,102.29 ",$93.29 ,,,
36,San Bernardino,201011,58600,303917,"$5,496,492.82 ",$93.80 ,,,
36,San Bernardino,201012,57631,298791,"$5,428,623.69 ",$94.20 ,,,
36,San Bernardino,2011,105730,3807399,"$71,171,819.70 ",$673.15 ,,,
36,San Bernardino,201101,58878,305785,"$5,535,063.40 ",$94.01 ,,,
36,San Bernardino,201102,58025,299869,"$5,449,228.02 ",$93.91 ,,,
36,San Bernardino,201103,59787,310195,"$5,631,026.81 ",$94.18 ,,,
36,San Bernardino,201104,60257,313770,"$5,736,421.65 ",$95.20 ,,,
36,San Bernardino,201105,60334,312840,"$5,767,607.00 ",$95.59 ,,,
36,San Bernardino,201106,61689,320759,"$5,962,298.05 ",$96.65 ,,,
36,San Bernardino,201107,61953,321637,"$6,042,189.24 ",$97.53 ,,,
36,San Bernardino,201108,63410,328947,"$6,262,112.95 ",$98.76 ,,,
36,San Bernardino,201109,63140,328430,"$6,286,037.84 ",$99.56 ,,,
36,San Bernardino,201110,62387,322179,"$6,190,886.08 ",$99.23 ,,,
36,San Bernardino,201111,62646,323785,"$6,199,404.02 ",$98.96 ,,,
36,San Bernardino,201112,62044,319203,"$6,109,544.64 ",$98.47 ,,,
36,San Bernardino,2012,106958,3877200,"$72,109,637.76 ",$674.19 ,,,
36,San Bernardino,201201,62948,324125,"$6,188,391.07 ",$98.31 ,,,
36,San Bernardino,201202,61904,318208,"$6,099,786.62 ",$98.54 ,,,
36,San Bernardino,201203,63407,324872,"$6,209,573.45 ",$97.93 ,,,
36,San Bernardino,201204,64087,329393,"$6,244,963.12 ",$97.45 ,,,
36,San Bernardino,201205,64441,331131,"$6,138,390.13 ",$95.26 ,,,
36,San Bernardino,201206,64243,330819,"$6,000,942.59 ",$93.41 ,,,
36,San Bernardino,201207,64544,329856,"$6,001,743.80 ",$92.99 ,,,
36,San Bernardino,201208,64225,326665,"$5,938,380.23 ",$92.46 ,,,
36,San Bernardino,201209,62984,321124,"$5,829,937.78 ",$92.56 ,,,
36,San Bernardino,201210,63818,322184,"$5,908,624.81 ",$92.59 ,,,
36,San Bernardino,201211,62845,316422,"$5,872,729.73 ",$93.45 ,,,
36,San Bernardino,201212,60205,302401,"$5,676,174.43 ",$94.28 ,,,
36,San Bernardino,2013,106028,3710662,"$68,843,778.10 ",$649.30 ,,,
36,San Bernardino,201301,62693,316781,"$5,916,659.96 ",$94.38 ,,,
36,San Bernardino,201302,61997,310558,"$5,794,361.93 ",$93.46 ,,,
36,San Bernardino,201303,61958,309382,"$5,765,443.74 ",$93.05 ,,,
36,San Bernardino,201304,62906,315759,"$5,827,588.11 ",$92.64 ,,,
36,San Bernardino,201305,62692,314325,"$5,791,096.39 ",$92.37 ,,,
36,San Bernardino,201306,61811,311051,"$5,729,383.54 ",$92.69 ,,,
36,San Bernardino,201307,63625,320290,"$5,856,963.42 ",$92.05 ,,,
36,San Bernardino,201308,64172,320807,"$5,872,449.42 ",$91.51 ,,,
36,San Bernardino,201309,62820,315503,"$5,803,344.07 ",$92.38 ,,,
36,San Bernardino,201310,60960,303152,"$5,648,980.46 ",$92.67 ,,,
36,San Bernardino,201311,57472,286338,"$5,408,768.18 ",$94.11 ,,,
36,San Bernardino,201312,57425,286716,"$5,428,738.88 ",$94.54 ,,,
36,San Bernardino,2014,101605,3454223,"$66,804,750.38 ",$657.49 ,,,
36,San Bernardino,201401,60990,307108,"$5,794,843.16 ",$95.01 ,,,
36,San Bernardino,201402,57112,285192,"$5,466,608.35 ",$95.72 ,,,
36,San Bernardino,201403,58127,291330,"$5,579,290.89 ",$95.98 ,,,
36,San Bernardino,201404,58510,294296,"$5,629,687.03 ",$96.22 ,,,
36,San Bernardino,201405,57722,288447,"$5,537,130.60 ",$95.93 ,,,
36,San Bernardino,201406,58076,291954,"$5,598,400.49 ",$96.40 ,,,
36,San Bernardino,201407,59589,298165,"$5,730,681.39 ",$96.17 ,,,
36,San Bernardino,201408,58057,286234,"$5,545,732.74 ",$95.52 ,,,
36,San Bernardino,201409,57926,289359,"$5,630,819.16 ",$97.21 ,,,
36,San Bernardino,201410,57381,285860,"$5,584,692.38 ",$97.33 ,,,
36,San Bernardino,201411,54501,269571,"$5,348,122.17 ",$98.13 ,,,
36,San Bernardino,201412,53713,266707,"$5,358,742.02 ",$99.77 ,,,
36,San Bernardino,2015,96860,3179858,"$62,095,567.29 ",$641.09 ,,,
36,San Bernardino,201501,55246,275029,"$5,453,938.49 ",$98.72 ,,,
36,San Bernardino,201502,52508,259873,"$5,158,686.42 ",$98.25 ,,,
36,San Bernardino,201503,53545,265262,"$5,202,207.11 ",$97.16 ,,,
36,San Bernardino,201504,53626,267998,"$5,224,770.60 ",$97.43 ,,,
36,San Bernardino,201505,52678,261769,"$5,081,652.33 ",$96.47 ,,,
36,San Bernardino,201506,54373,271324,"$5,255,681.61 ",$96.66 ,,,
36,San Bernardino,201507,55369,275079,"$5,310,963.31 ",$95.92 ,,,
36,San Bernardino,201508,54872,272219,"$5,264,478.28 ",$95.94 ,,,
36,San Bernardino,201509,54038,269309,"$5,219,424.71 ",$96.59 ,,,
36,San Bernardino,201510,52933,261810,"$5,104,578.20 ",$96.43 ,,,
36,San Bernardino,201511,50989,251650,"$4,949,559.15 ",$97.07 ,,,
36,San Bernardino,201512,50247,248536,"$4,869,627.08 ",$96.91 ,,,
36,San Bernardino,2016,91999,2950409,"$57,367,445.05 ",$623.57 ,,,
36,San Bernardino,201601,50944,252799,"$4,923,659.16 ",$96.65 ,,,
36,San Bernardino,201602,49513,243215,"$4,741,297.04 ",$95.76 ,,,
36,San Bernardino,201603,50013,247261,"$4,816,066.03 ",$96.30 ,,,
36,San Bernardino,201604,49660,248878,"$4,830,415.79 ",$97.27 ,,,
36,San Bernardino,201605,49765,248993,"$4,793,144.89 ",$96.32 ,,,
36,San Bernardino,201606,50353,251869,"$4,823,770.14 ",$95.80 ,,,
36,San Bernardino,201607,50231,249468,"$4,794,468.20 ",$95.45 ,,,
36,San Bernardino,201608,50725,254419,"$4,871,865.38 ",$96.04 ,,,
36,San Bernardino,201609,50058,250948,"$4,842,382.05 ",$96.74 ,,,
36,San Bernardino,201610,48394,240364,"$4,709,778.98 ",$97.32 ,,,
36,San Bernardino,201611,47554,235733,"$4,675,987.48 ",$98.33 ,,,
36,San Bernardino,201612,45506,226462,"$4,544,609.91 ",$99.87 ,,,
36,San Bernardino,2017,85924,2745154,"$54,627,536.59 ",$635.77 ,,,
36,San Bernardino,201701,47562,240146,"$4,785,333.55 ",$100.61 ,,,
36,San Bernardino,201702,44936,223752,"$4,484,662.51 ",$99.80 ,,,
36,San Bernardino,201703,45706,227731,"$4,536,255.89 ",$99.25 ,,,
36,San Bernardino,201704,44601,224411,"$4,463,007.28 ",$100.07 ,,,
36,San Bernardino,201705,45247,227076,"$4,512,528.33 ",$99.73 ,,,
36,San Bernardino,201706,45827,230555,"$4,544,173.58 ",$99.16 ,,,
36,San Bernardino,201707,45743,230107,"$4,526,453.31 ",$98.95 ,,,
36,San Bernardino,201708,47030,235575,"$4,634,116.02 ",$98.54 ,,,
36,San Bernardino,201709,47433,236930,"$4,671,970.05 ",$98.50 ,,,
36,San Bernardino,201710,46604,231968,"$4,636,446.76 ",$99.49 ,,,
36,San Bernardino,201711,45033,225225,"$4,540,565.33 ",$100.83 ,,,
36,San Bernardino,201712,42282,211678,"$4,292,023.98 ",$101.51 ,,,
36,San Bernardino,2018,80593,2600862,"$52,944,315.45 ",$656.93 ,,,
36,San Bernardino,201801,44930,226788,"$4,545,239.07 ",$101.16 ,,,
36,San Bernardino,201802,43928,219934,"$4,456,960.33 ",$101.46 ,,,
36,San Bernardino,201803,43632,216580,"$4,401,260.15 ",$100.87 ,,,
36,San Bernardino,201804,43378,217716,"$4,418,120.48 ",$101.85 ,,,
36,San Bernardino,201805,44902,223801,"$4,579,981.87 ",$102.00 ,,,
36,San Bernardino,201806,44840,223655,"$4,551,255.94 ",$101.50 ,,,
36,San Bernardino,201807,44066,219981,"$4,436,905.87 ",$100.69 ,,,
36,San Bernardino,201808,45147,223504,"$4,507,832.60 ",$99.85 ,,,
36,San Bernardino,201809,43520,216716,"$4,383,062.74 ",$100.71 ,,,
36,San Bernardino,201810,42758,212034,"$4,325,646.29 ",$101.17 ,,,
36,San Bernardino,201811,41552,207349,"$4,284,864.19 ",$103.12 ,,,
36,San Bernardino,201812,38845,192804,"$4,053,185.92 ",$104.34 ,,,
37,San Diego,2010,108817,4536810,"$83,604,407.52 ",$768.30 ,,,
37,San Diego,201001,71580,394207,"$6,878,585.13 ",$96.10 ,,,
37,San Diego,201002,70347,388327,"$6,734,771.54 ",$95.74 ,,,
37,San Diego,201003,71951,395653,"$6,886,676.55 ",$95.71 ,,,
37,San Diego,201004,72073,385385,"$6,954,188.03 ",$96.49 ,,,
37,San Diego,201005,71695,370472,"$6,905,126.30 ",$96.31 ,,,
37,San Diego,201006,72436,372223,"$6,969,128.92 ",$96.21 ,,,
37,San Diego,201007,72264,371192,"$6,948,752.26 ",$96.16 ,,,
37,San Diego,201008,73155,375672,"$7,053,636.53 ",$96.42 ,,,
37,San Diego,201009,73221,377107,"$7,127,025.60 ",$97.34 ,,,
37,San Diego,201010,72323,370599,"$7,031,248.86 ",$97.22 ,,,
37,San Diego,201011,72074,370469,"$7,080,323.95 ",$98.24 ,,,
37,San Diego,201012,71231,365504,"$7,034,943.85 ",$98.76 ,,,
37,San Diego,2011,108895,4464559,"$88,993,119.42 ",$817.24 ,,,
37,San Diego,201101,72001,371065,"$7,176,274.09 ",$99.67 ,,,
37,San Diego,201102,70090,361970,"$7,061,661.12 ",$100.75 ,,,
37,San Diego,201103,72151,370905,"$7,280,621.17 ",$100.91 ,,,
37,San Diego,201104,71581,369607,"$7,318,165.57 ",$102.24 ,,,
37,San Diego,201105,71851,371274,"$7,365,350.68 ",$102.51 ,,,
37,San Diego,201106,72824,377761,"$7,501,549.03 ",$103.01 ,,,
37,San Diego,201107,72059,372590,"$7,470,897.47 ",$103.68 ,,,
37,San Diego,201108,74007,381659,"$7,734,280.77 ",$104.51 ,,,
37,San Diego,201109,73211,379314,"$7,732,569.10 ",$105.62 ,,,
37,San Diego,201110,71778,371112,"$7,538,733.56 ",$105.03 ,,,
37,San Diego,201111,71812,370017,"$7,478,376.94 ",$104.14 ,,,
37,San Diego,201112,71305,367285,"$7,334,639.92 ",$102.86 ,,,
37,San Diego,2012,105509,4390528,"$82,835,800.35 ",$785.11 ,,,
37,San Diego,201201,72318,372852,"$7,467,639.96 ",$103.26 ,,,
37,San Diego,201202,71144,367302,"$7,461,293.05 ",$104.88 ,,,
37,San Diego,201203,71287,366341,"$7,436,568.05 ",$104.32 ,,,
37,San Diego,201204,71140,366926,"$7,408,427.96 ",$104.14 ,,,
37,San Diego,201205,72467,372318,"$7,158,636.87 ",$98.78 ,,,
37,San Diego,201206,72331,372054,"$6,644,703.29 ",$91.87 ,,,
37,San Diego,201207,72605,373261,"$6,665,917.08 ",$91.81 ,,,
37,San Diego,201208,73235,376132,"$6,710,856.68 ",$91.63 ,,,
37,San Diego,201209,70926,366559,"$6,565,434.90 ",$92.57 ,,,
37,San Diego,201210,71016,363889,"$6,578,465.55 ",$92.63 ,,,
37,San Diego,201211,69590,356229,"$6,514,725.27 ",$93.62 ,,,
37,San Diego,201212,65990,336665,"$6,223,131.69 ",$94.30 ,,,
37,San Diego,2013,101214,3976560,"$73,196,347.72 ",$723.18 ,,,
37,San Diego,201301,68076,348584,"$6,425,581.35 ",$94.39 ,,,
37,San Diego,201302,66870,340222,"$6,297,817.96 ",$94.18 ,,,
37,San Diego,201303,65815,333630,"$6,170,581.29 ",$93.76 ,,,
37,San Diego,201304,66958,341724,"$6,272,087.52 ",$93.67 ,,,
37,San Diego,201305,67503,340581,"$6,233,547.17 ",$92.34 ,,,
37,San Diego,201306,66168,336688,"$6,163,245.94 ",$93.15 ,,,
37,San Diego,201307,66591,338334,"$6,165,920.31 ",$92.59 ,,,
37,San Diego,201308,66554,336292,"$6,141,105.47 ",$92.27 ,,,
37,San Diego,201309,65353,332906,"$6,099,861.79 ",$93.34 ,,,
37,San Diego,201310,64282,323514,"$5,965,707.35 ",$92.81 ,,,
37,San Diego,201311,60153,302320,"$5,627,939.80 ",$93.56 ,,,
37,San Diego,201312,59975,301765,"$5,632,951.77 ",$93.92 ,,,
37,San Diego,2014,112537,3871089,"$75,682,411.20 ",$672.51 ,,,
37,San Diego,201401,63230,319886,"$5,919,979.19 ",$93.63 ,,,
37,San Diego,201402,60853,307452,"$5,755,615.03 ",$94.58 ,,,
37,San Diego,201403,60834,306602,"$5,765,054.72 ",$94.77 ,,,
37,San Diego,201404,62102,313294,"$5,887,551.48 ",$94.80 ,,,
37,San Diego,201405,62242,311410,"$5,883,373.99 ",$94.52 ,,,
37,San Diego,201406,66075,325494,"$6,285,316.24 ",$95.12 ,,,
37,San Diego,201407,70530,344046,"$6,885,046.24 ",$97.62 ,,,
37,San Diego,201408,69545,337497,"$6,812,315.17 ",$97.96 ,,,
37,San Diego,201409,69147,337917,"$6,832,331.57 ",$98.81 ,,,
37,San Diego,201410,69361,335111,"$6,785,858.45 ",$97.83 ,,,
37,San Diego,201411,65734,318524,"$6,463,150.11 ",$98.32 ,,,
37,San Diego,201412,64617,313856,"$6,406,819.01 ",$99.15 ,,,
37,San Diego,2015,109126,3679942,"$73,799,215.58 ",$676.28 ,,,
37,San Diego,201501,65962,322644,"$6,571,097.34 ",$99.62 ,,,
37,San Diego,201502,64280,313458,"$6,430,253.97 ",$100.04 ,,,
37,San Diego,201503,64304,313815,"$6,367,439.78 ",$99.02 ,,,
37,San Diego,201504,64550,316075,"$6,374,383.18 ",$98.75 ,,,
37,San Diego,201505,62579,305007,"$6,126,077.43 ",$97.89 ,,,
37,San Diego,201506,62641,307832,"$6,132,260.31 ",$97.90 ,,,
37,San Diego,201507,63404,310340,"$6,177,007.38 ",$97.42 ,,,
37,San Diego,201508,63528,310685,"$6,202,412.88 ",$97.63 ,,,
37,San Diego,201509,63328,309448,"$6,169,857.71 ",$97.43 ,,,
37,San Diego,201510,63153,304628,"$6,129,074.74 ",$97.05 ,,,
37,San Diego,201511,60633,288415,"$5,791,084.12 ",$95.51 ,,,
37,San Diego,201512,59200,277595,"$5,328,266.74 ",$90.00 ,,,
37,San Diego,2016,85930,3103014,"$59,555,741.44 ",$693.07 ,,,
37,San Diego,201601,56441,273450,"$5,249,671.57 ",$93.01 ,,,
37,San Diego,201602,53335,262413,"$5,058,066.62 ",$94.84 ,,,
