Vendor County Code,Vendor County,Obligation Year and Month,Number of Families Redeemed,Number of Food Instruments Redeemed,Dollar Amount of Food Instruments,Average Cost per Family,Statewide Infant Formula Rebate,Total Cost Adjusted,Average Cost Adjusted
0,Statewide,2010,1289876,59329338,"$1,054,621,338.02 ",$817.61 ,"$221,543,339.00 ","$833,077,999.02 ",$645.86 
0,Statewide,201001,921221,5157699,"$87,923,969.41 ",$95.44 ,"$18,478,922.00 ","$69,445,047.41 ",$75.38 
0,Statewide,201002,906879,5079098,"$86,186,762.39 ",$95.04 ,"$17,058,350.00 ","$69,128,412.39 ",$76.23 
0,Statewide,201003,931018,5195345,"$87,976,963.59 ",$94.50 ,"$19,091,175.00 ","$68,885,788.59 ",$73.99 
0,Statewide,201004,935205,5066120,"$88,474,648.05 ",$94.60 ,"$19,284,028.00 ","$69,190,620.05 ",$73.98 
0,Statewide,201005,921523,4847586,"$86,958,537.51 ",$94.36 ,"$17,049,622.00 ","$69,908,915.51 ",$75.86 
0,Statewide,201006,932918,4886201,"$88,116,261.44 ",$94.45 ,"$19,076,756.00 ","$69,039,505.44 ",$74.00 
0,Statewide,201007,935686,4886149,"$87,946,909.28 ",$93.99 ,"$18,078,922.00 ","$69,867,987.28 ",$74.67 
0,Statewide,201008,937744,4895327,"$88,388,928.01 ",$94.26 ,"$18,726,589.00 ","$69,662,339.01 ",$74.29 
0,Statewide,201009,937945,4915948,"$88,932,047.38 ",$94.82 ,"$18,657,094.00 ","$70,274,953.38 ",$74.92 
0,Statewide,201010,924395,4813065,"$87,732,481.39 ",$94.91 ,"$17,919,414.00 ","$69,813,067.39 ",$75.52 
0,Statewide,201011,917106,4800689,"$87,998,220.67 ",$95.95 ,"$18,594,236.00 ","$69,403,984.67 ",$75.68 
0,Statewide,201012,915427,4786111,"$87,985,608.90 ",$96.11 ,"$19,528,231.00 ","$68,457,377.90 ",$74.78 
0,Statewide,2011,1286729,58744704,"$1,119,417,142.73 ",$869.97 ,"$226,273,012.00 ","$893,144,130.73 ",$694.12 
0,Statewide,201101,930110,4876071,"$89,538,158.33 ",$96.27 ,"$18,337,964.00 ","$71,200,194.33 ",$76.55 
0,Statewide,201102,907432,4767932,"$87,962,167.75 ",$96.94 ,"$17,099,993.00 ","$70,862,174.75 ",$78.09 
0,Statewide,201103,930505,4882910,"$90,743,812.27 ",$97.52 ,"$19,619,695.00 ","$71,124,117.27 ",$76.44 
0,Statewide,201104,927624,4891990,"$91,930,476.63 ",$99.10 ,"$18,548,356.00 ","$73,382,120.63 ",$79.11 
0,Statewide,201105,929956,4892244,"$92,486,202.20 ",$99.45 ,"$18,331,915.00 ","$74,154,287.20 ",$79.74 
0,Statewide,201106,942760,4975599,"$94,469,531.73 ",$100.21 ,"$19,309,808.00 ","$75,159,723.73 ",$79.72 
0,Statewide,201107,937618,4937055,"$95,012,045.95 ",$101.33 ,"$17,721,557.00 ","$77,290,488.95 ",$82.43 
0,Statewide,201108,953012,5004547,"$97,420,509.14 ",$102.22 ,"$20,621,711.00 ","$76,798,798.14 ",$80.59 
0,Statewide,201109,946633,4982563,"$97,521,530.28 ",$103.02 ,"$19,366,492.00 ","$78,155,038.28 ",$82.56 
0,Statewide,201110,932063,4872985,"$95,120,666.16 ",$102.05 ,"$18,812,901.00 ","$76,307,765.16 ",$81.87 
0,Statewide,201111,924131,4838825,"$93,933,146.69 ",$101.64 ,"$19,353,384.00 ","$74,579,762.69 ",$80.70 
0,Statewide,201112,922636,4821983,"$93,278,895.60 ",$101.10 ,"$19,149,236.00 ","$74,129,659.60 ",$80.35 
0,Statewide,2012,1275333,58407743,"$1,077,639,145.46 ",$844.99 ,"$234,490,598.00 ","$843,148,547.46 ",$661.12 
0,Statewide,201201,932903,4887884,"$94,370,785.86 ",$101.16 ,"$19,523,310.00 ","$74,847,475.86 ",$80.23 
0,Statewide,201202,922555,4830867,"$93,742,455.80 ",$101.61 ,"$18,080,255.00 ","$75,662,200.80 ",$82.01 
0,Statewide,201203,940863,4902128,"$94,768,745.45 ",$100.73 ,"$19,179,280.00 ","$75,589,465.45 ",$80.34 
0,Statewide,201204,944423,4938696,"$94,704,633.23 ",$100.28 ,"$18,379,241.00 ","$76,325,392.23 ",$80.82 
0,Statewide,201205,950779,4953581,"$91,652,315.58 ",$96.40 ,"$19,667,790.00 ","$71,984,525.58 ",$75.71 
0,Statewide,201206,948048,4959268,"$87,753,225.50 ",$92.56 ,"$19,218,133.00 ","$68,535,092.50 ",$72.29 
0,Statewide,201207,945044,4932865,"$87,484,834.89 ",$92.57 ,"$19,932,179.00 ","$67,552,655.89 ",$71.48 
0,Statewide,201208,953070,4950678,"$87,909,276.24 ",$92.24 ,"$20,519,196.00 ","$67,390,080.24 ",$70.71 
0,Statewide,201209,930458,4847505,"$86,518,507.90 ",$92.98 ,"$18,901,956.00 ","$67,616,551.90 ",$72.67 
0,Statewide,201210,935086,4827379,"$86,993,170.28 ",$93.03 ,"$21,524,813.00 ","$65,468,357.28 ",$70.01 
0,Statewide,201211,921526,4762729,"$86,819,306.06 ",$94.21 ,"$19,868,040.00 ","$66,951,266.06 ",$72.65 
0,Statewide,201212,894229,4614163,"$84,921,888.67 ",$94.97 ,"$19,696,405.00 ","$65,225,483.67 ",$72.94 
0,Statewide,2013,1246437,55511139,"$1,016,214,568.15 ",$815.30 ,"$241,831,277.00 ","$774,383,291.15 ",$621.28 
0,Statewide,201301,925568,4791495,"$88,081,414.36 ",$95.16 ,"$22,042,499.00 ","$66,038,915.36 ",$71.35 
0,Statewide,201302,906243,4683387,"$86,238,302.86 ",$95.16 ,"$18,810,410.00 ","$67,427,892.86 ",$74.40 
0,Statewide,201303,901628,4641874,"$85,260,974.97 ",$94.56 ,"$19,837,831.00 ","$65,423,143.97 ",$72.56 
0,Statewide,201304,913999,4719494,"$86,050,052.55 ",$94.15 ,"$20,762,578.00 ","$65,287,474.55 ",$71.43 
0,Statewide,201305,915827,4704198,"$85,621,158.25 ",$93.49 ,"$20,810,409.00 ","$64,810,749.25 ",$70.77 
0,Statewide,201306,905250,4678738,"$84,964,719.36 ",$93.86 ,"$19,302,377.00 ","$65,662,342.36 ",$72.54 
0,Statewide,201307,917667,4737829,"$85,905,292.78 ",$93.61 ,"$21,328,031.00 ","$64,577,261.78 ",$70.37 
0,Statewide,201308,916214,4698856,"$85,365,601.77 ",$93.17 ,"$20,133,596.00 ","$65,232,005.77 ",$71.20 
0,Statewide,201309,898362,4629562,"$84,425,119.95 ",$93.98 ,"$19,311,631.00 ","$65,113,488.95 ",$72.48 
0,Statewide,201310,888998,4534933,"$83,231,226.60 ",$93.62 ,"$21,098,887.00 ","$62,132,339.60 ",$69.89 
0,Statewide,201311,842374,4320304,"$80,078,007.68 ",$95.06 ,"$17,626,820.00 ","$62,451,187.68 ",$74.14 
0,Statewide,201312,852195,4370469,"$80,992,697.02 ",$95.04 ,"$20,766,208.00 ","$60,226,489.02 ",$70.67 
0,Statewide,2014,1203254,52450976,"$995,717,038.58 ",$827.52 ,"$232,094,988.00 ","$763,622,050.58 ",$634.63 
0,Statewide,201401,885581,4561394,"$84,214,112.72 ",$95.09 ,"$20,840,503.00 ","$63,373,609.72 ",$71.56 
0,Statewide,201402,854260,4390488,"$81,845,466.15 ",$95.81 ,"$18,197,377.00 ","$63,648,089.15 ",$74.51 
0,Statewide,201403,859648,4407280,"$82,402,311.36 ",$95.86 ,"$18,554,313.00 ","$63,847,998.36 ",$74.27 
0,Statewide,201404,867232,4460053,"$83,384,310.24 ",$96.15 ,"$20,612,428.00 ","$62,771,882.24 ",$72.38 
0,Statewide,201405,862370,4416920,"$82,900,247.85 ",$96.13 ,"$19,457,697.00 ","$63,442,550.85 ",$73.57 
0,Statewide,201406,858384,4428511,"$83,701,941.23 ",$97.51 ,"$18,933,657.00 ","$64,768,284.23 ",$75.45 
0,Statewide,201407,871551,4486249,"$85,238,155.06 ",$97.80 ,"$20,367,136.00 ","$64,871,019.06 ",$74.43 
0,Statewide,201408,863787,4423684,"$84,557,737.19 ",$97.89 ,"$18,561,145.00 ","$65,996,592.19 ",$76.40 
0,Statewide,201409,850706,4376042,"$84,080,152.90 ",$98.84 ,"$18,973,079.00 ","$65,107,073.90 ",$76.53 
0,Statewide,201410,845874,4297873,"$83,047,009.22 ",$98.18 ,"$20,066,983.00 ","$62,980,026.22 ",$74.46 
0,Statewide,201411,812228,4116967,"$80,235,770.67 ",$98.78 ,"$16,606,480.00 ","$63,629,290.67 ",$78.34 
0,Statewide,201412,805693,4085515,"$80,109,823.99 ",$99.43 ,"$20,924,190.00 ","$59,185,633.99 ",$73.46 
0,Statewide,2015,1139049,48099728,"$927,588,872.40 ",$814.35 ,"$221,946,441.00 ","$705,642,431.40 ",$619.50 
0,Statewide,201501,820987,4180516,"$81,659,300.12 ",$99.46 ,"$19,456,204.00 ","$62,203,096.12 ",$75.77 
0,Statewide,201502,794392,4032531,"$78,932,599.17 ",$99.36 ,"$17,374,867.00 ","$61,557,732.17 ",$77.49 
0,Statewide,201503,800681,4057937,"$78,536,683.08 ",$98.09 ,"$18,518,463.00 ","$60,018,220.08 ",$74.96 
0,Statewide,201504,801662,4083051,"$78,423,839.19 ",$97.83 ,"$20,166,284.00 ","$58,257,555.19 ",$72.67 
0,Statewide,201505,787807,3992151,"$76,697,976.15 ",$97.36 ,"$17,890,427.00 ","$58,807,549.15 ",$74.65 
0,Statewide,201506,795589,4068755,"$78,006,074.58 ",$98.05 ,"$18,826,307.00 ","$59,179,767.58 ",$74.38 
0,Statewide,201507,804095,4092519,"$78,367,322.73 ",$97.46 ,"$19,196,015.00 ","$59,171,307.73 ",$73.59 
0,Statewide,201508,800071,4056778,"$77,788,770.89 ",$97.23 ,"$17,773,444.00 ","$60,015,326.89 ",$75.01 
0,Statewide,201509,790281,4021469,"$77,095,140.91 ",$97.55 ,"$18,431,638.00 ","$58,663,502.91 ",$74.23 
0,Statewide,201510,778546,3921181,"$75,506,289.54 ",$96.98 ,"$18,391,780.00 ","$57,114,509.54 ",$73.36 
0,Statewide,201511,753560,3802202,"$73,513,804.95 ",$97.56 ,"$16,888,007.00 ","$56,625,797.95 ",$75.14 
0,Statewide,201512,751277,3790638,"$73,061,071.09 ",$97.25 ,"$19,033,005.00 ","$54,028,066.09 ",$71.91 
0,Statewide,2016,1070963,44221750,"$843,049,022.67 ",$787.19 ,"$218,235,677.00 ","$624,813,345.67 ",$583.41 
0,Statewide,201601,755845,3821812,"$73,073,775.92 ",$96.68 ,"$17,560,231.00 ","$55,513,544.92 ",$73.45 
0,Statewide,201602,740449,3735957,"$71,426,715.66 ",$96.46 ,"$16,913,407.00 ","$54,513,308.66 ",$73.62 
0,Statewide,201603,744075,3754701,"$71,775,986.21 ",$96.46 ,"$17,899,894.00 ","$53,876,092.21 ",$72.41 
0,Statewide,201604,736151,3753480,"$71,578,106.18 ",$97.23 ,"$17,743,739.00 ","$53,834,367.18 ",$73.13 
0,Statewide,201605,733719,3729055,"$70,535,143.23 ",$96.13 ,"$18,421,426.00 ","$52,113,717.23 ",$71.03 
0,Statewide,201606,735255,3768888,"$70,971,417.33 ",$96.53 ,"$19,300,927.00 ","$51,670,490.33 ",$70.28 
0,Statewide,201607,721735,3687690,"$69,633,872.76 ",$96.48 ,"$18,168,663.00 ","$51,465,209.76 ",$71.31 
0,Statewide,201608,736519,3754067,"$70,837,590.23 ",$96.18 ,"$19,467,262.00 ","$51,370,328.23 ",$69.75 
0,Statewide,201609,721716,3687104,"$69,985,955.00 ",$96.97 ,"$18,328,985.00 ","$51,656,970.00 ",$71.58 
0,Statewide,201610,705957,3565906,"$68,336,591.41 ",$96.80 ,"$17,937,652.00 ","$50,398,939.41 ",$71.39 
0,Statewide,201611,694804,3522134,"$67,934,783.84 ",$97.78 ,"$18,256,411.00 ","$49,678,372.84 ",$71.50 
0,Statewide,201612,679883,3440956,"$66,959,084.90 ",$98.49 ,"$18,237,080.00 ","$48,722,004.90 ",$71.66 
0,Statewide,2017,991910,40391656,"$788,126,460.29 ",$794.55 ,"$223,290,682.00 ","$564,835,778.29 ",$569.44 
0,Statewide,201701,699474,3570143,"$69,081,538.88 ",$98.76 ,"$18,690,388.00 ","$50,391,150.88 ",$72.04 
0,Statewide,201702,673160,3419905,"$66,563,212.69 ",$98.88 ,"$16,767,698.00 ","$49,795,514.69 ",$73.97 
0,Statewide,201703,680408,3443381,"$67,033,421.87 ",$98.52 ,"$18,527,759.00 ","$48,505,662.87 ",$71.29 
0,Statewide,201704,665380,3389421,"$65,955,270.93 ",$99.12 ,"$17,457,570.00 ","$48,497,700.93 ",$72.89 
0,Statewide,201705,671388,3406022,"$66,263,561.18 ",$98.70 ,"$18,256,535.00 ","$48,007,026.18 ",$71.50 
0,Statewide,201706,668594,3418878,"$66,348,906.10 ",$99.24 ,"$18,432,168.00 ","$47,916,738.10 ",$71.67 
0,Statewide,201707,661056,3378007,"$65,623,270.22 ",$99.27 ,"$17,190,534.00 ","$48,432,736.22 ",$73.27 
0,Statewide,201708,670688,3406045,"$66,180,269.76 ",$98.68 ,"$19,701,709.00 ","$46,478,560.76 ",$69.30 
0,Statewide,201709,655447,3339902,"$65,127,076.36 ",$99.36 ,"$19,078,820.00 ","$46,048,256.36 ",$70.25 
0,Statewide,201710,647348,3270390,"$64,075,038.72 ",$98.98 ,"$20,135,856.00 ","$43,939,182.72 ",$67.88 
0,Statewide,201711,638178,3232449,"$63,885,048.99 ",$100.11 ,"$20,024,982.00 ","$43,860,066.99 ",$68.73 
0,Statewide,201712,616744,3117113,"$61,989,844.59 ",$100.51 ,"$19,026,663.00 ","$42,963,181.59 ",$69.66 
0,Statewide,2018,920497,37466531,"$746,336,065.38 ",$810.80 ,"$230,178,957.00 ","$516,157,108.38 ",$560.74 
0,Statewide,201801,649317,3305378,"$65,136,340.28 ",$100.32 ,"$21,590,791.00 ","$43,545,549.28 ",$67.06 
0,Statewide,201802,630858,3197455,"$63,445,342.20 ",$100.57 ,"$18,302,518.00 ","$45,142,824.20 ",$71.56 
0,Statewide,201803,628347,3166885,"$63,075,783.00 ",$100.38 ,"$20,211,408.00 ","$42,864,375.00 ",$68.22 
0,Statewide,201804,625098,3171778,"$62,991,972.80 ",$100.77 ,"$19,243,085.00 ","$43,748,887.80 ",$69.99 
0,Statewide,201805,629930,3174350,"$62,939,847.23 ",$99.92 ,"$20,179,430.00 ","$42,760,417.23 ",$67.88 
0,Statewide,201806,625014,3167216,"$62,657,756.88 ",$100.25 ,"$18,915,569.00 ","$43,742,187.88 ",$69.99 
0,Statewide,201807,622745,3154420,"$62,439,680.14 ",$100.27 ,"$19,174,742.00 ","$43,264,938.14 ",$69.47 
0,Statewide,201808,629560,3165728,"$62,725,540.24 ",$99.63 ,"$19,943,853.00 ","$42,781,687.24 ",$67.95 
0,Statewide,201809,611140,3089498,"$61,450,984.41 ",$100.55 ,"$16,868,476.00 ","$44,582,508.41 ",$72.95 
0,Statewide,201810,607611,3038730,"$60,910,213.39 ",$100.25 ,"$19,884,860.00 ","$41,025,353.39 ",$67.52 
0,Statewide,201811,592270,2979892,"$60,234,216.88 ",$101.70 ,"$18,171,231.00 ","$42,062,985.88 ",$71.02 
0,Statewide,201812,569499,2855201,"$58,328,387.93 ",$102.42 ,"$17,692,994.00 ","$40,635,393.93 ",$71.35 
1,Alameda,2010,41271,1595186,"$27,334,053.49 ",$662.31 ,,,
1,Alameda,201001,25464,138516,"$2,264,256.81 ",$88.92 ,,,
1,Alameda,201002,25539,138833,"$2,246,755.10 ",$87.97 ,,,
1,Alameda,201003,25940,139869,"$2,262,783.11 ",$87.23 ,,,
1,Alameda,201004,25978,135836,"$2,270,336.86 ",$87.39 ,,,
1,Alameda,201005,25717,130432,"$2,240,356.54 ",$87.12 ,,,
1,Alameda,201006,26082,130620,"$2,263,365.81 ",$86.78 ,,,
1,Alameda,201007,26022,129722,"$2,239,656.10 ",$86.07 ,,,
1,Alameda,201008,26048,130276,"$2,266,711.83 ",$87.02 ,,,
1,Alameda,201009,26156,131587,"$2,299,404.14 ",$87.91 ,,,
1,Alameda,201010,26016,129867,"$2,300,809.40 ",$88.44 ,,,
1,Alameda,201011,25935,130477,"$2,338,666.78 ",$90.17 ,,,
1,Alameda,201012,25836,129151,"$2,340,951.01 ",$90.61 ,,,
1,Alameda,2011,42209,1582289,"$29,937,553.02 ",$709.27 ,,,
1,Alameda,201101,26094,130866,"$2,380,409.63 ",$91.22 ,,,
1,Alameda,201102,25582,129500,"$2,370,263.36 ",$92.65 ,,,
1,Alameda,201103,26002,130676,"$2,421,992.15 ",$93.15 ,,,
1,Alameda,201104,26265,132521,"$2,455,254.54 ",$93.48 ,,,
1,Alameda,201105,26158,131418,"$2,428,112.26 ",$92.82 ,,,
1,Alameda,201106,26300,133343,"$2,471,647.63 ",$93.98 ,,,
1,Alameda,201107,26268,131805,"$2,487,466.50 ",$94.70 ,,,
1,Alameda,201108,26393,132317,"$2,563,077.15 ",$97.11 ,,,
1,Alameda,201109,26398,133166,"$2,575,382.66 ",$97.56 ,,,
1,Alameda,201110,26444,132123,"$2,602,698.00 ",$98.42 ,,,
1,Alameda,201111,26568,132628,"$2,597,982.41 ",$97.79 ,,,
1,Alameda,201112,26477,131926,"$2,583,266.73 ",$97.57 ,,,
1,Alameda,2012,43180,1592354,"$28,922,551.01 ",$669.81 ,,,
1,Alameda,201201,26753,133728,"$2,601,646.15 ",$97.25 ,,,
1,Alameda,201202,26631,133424,"$2,580,639.75 ",$96.90 ,,,
1,Alameda,201203,26841,133763,"$2,605,236.71 ",$97.06 ,,,
1,Alameda,201204,26687,134004,"$2,593,983.12 ",$97.20 ,,,
1,Alameda,201205,27143,134730,"$2,475,078.45 ",$91.19 ,,,
1,Alameda,201206,27075,134939,"$2,308,616.86 ",$85.27 ,,,
1,Alameda,201207,26905,133790,"$2,292,973.58 ",$85.22 ,,,
1,Alameda,201208,27168,134606,"$2,316,060.90 ",$85.25 ,,,
1,Alameda,201209,26709,132591,"$2,304,150.79 ",$86.27 ,,,
1,Alameda,201210,26607,131154,"$2,302,227.41 ",$86.53 ,,,
1,Alameda,201211,26198,129237,"$2,285,624.68 ",$87.24 ,,,
1,Alameda,201212,25637,126388,"$2,256,312.61 ",$88.01 ,,,
1,Alameda,2013,41493,1513231,"$27,011,929.27 ",$651.00 ,,,
1,Alameda,201301,26285,129406,"$2,330,616.94 ",$88.67 ,,,
1,Alameda,201302,25577,126641,"$2,287,457.62 ",$89.43 ,,,
1,Alameda,201303,25554,126065,"$2,268,474.68 ",$88.77 ,,,
1,Alameda,201304,25962,128038,"$2,286,810.92 ",$88.08 ,,,
1,Alameda,201305,26107,127904,"$2,275,906.01 ",$87.18 ,,,
1,Alameda,201306,26046,127801,"$2,264,820.62 ",$86.95 ,,,
1,Alameda,201307,26439,129259,"$2,287,907.58 ",$86.54 ,,,
1,Alameda,201308,25937,126318,"$2,242,401.96 ",$86.46 ,,,
1,Alameda,201309,25978,127051,"$2,248,896.34 ",$86.57 ,,,
1,Alameda,201310,25737,124576,"$2,219,023.44 ",$86.22 ,,,
1,Alameda,201311,24671,119982,"$2,153,475.41 ",$87.29 ,,,
1,Alameda,201312,24742,120190,"$2,146,137.75 ",$86.74 ,,,
1,Alameda,2014,43778,1456493,"$26,841,837.60 ",$613.14 ,,,
1,Alameda,201401,25878,125284,"$2,241,068.72 ",$86.60 ,,,
1,Alameda,201402,27048,129627,"$2,338,335.60 ",$86.45 ,,,
1,Alameda,201403,26936,128867,"$2,353,165.34 ",$87.36 ,,,
1,Alameda,201404,26010,125864,"$2,301,342.90 ",$88.48 ,,,
1,Alameda,201405,24765,120559,"$2,205,203.52 ",$89.05 ,,,
1,Alameda,201406,24461,119710,"$2,188,570.60 ",$89.47 ,,,
1,Alameda,201407,24655,120013,"$2,209,526.59 ",$89.62 ,,,
1,Alameda,201408,24494,118741,"$2,208,436.78 ",$90.16 ,,,
1,Alameda,201409,24402,119510,"$2,217,608.07 ",$90.88 ,,,
1,Alameda,201410,24608,118560,"$2,220,155.68 ",$90.22 ,,,
1,Alameda,201411,24186,116135,"$2,196,780.78 ",$90.83 ,,,
1,Alameda,201412,23769,113623,"$2,161,643.02 ",$90.94 ,,,
1,Alameda,2015,38467,1315478,"$24,598,369.04 ",$639.47 ,,,
1,Alameda,201501,23871,115282,"$2,194,967.95 ",$91.95 ,,,
1,Alameda,201502,23465,113587,"$2,165,755.25 ",$92.30 ,,,
1,Alameda,201503,23270,112275,"$2,118,457.19 ",$91.04 ,,,
1,Alameda,201504,23601,113859,"$2,112,152.17 ",$89.49 ,,,
1,Alameda,201505,22953,110393,"$2,046,238.82 ",$89.15 ,,,
1,Alameda,201506,23107,110511,"$2,040,649.40 ",$88.31 ,,,
1,Alameda,201507,22862,107763,"$1,996,337.94 ",$87.32 ,,,
1,Alameda,201508,22765,107461,"$1,990,339.66 ",$87.43 ,,,
1,Alameda,201509,22820,110509,"$2,058,250.22 ",$90.20 ,,,
1,Alameda,201510,22413,107565,"$2,017,905.84 ",$90.03 ,,,
1,Alameda,201511,21515,103457,"$1,937,815.53 ",$90.07 ,,,
1,Alameda,201512,21260,102816,"$1,919,499.07 ",$90.29 ,,,
1,Alameda,2016,38620,1214423,"$22,484,054.47 ",$582.19 ,,,
1,Alameda,201601,21573,104846,"$1,952,456.86 ",$90.50 ,,,
1,Alameda,201602,21430,103912,"$1,930,440.21 ",$90.08 ,,,
1,Alameda,201603,21522,104239,"$1,942,987.42 ",$90.28 ,,,
1,Alameda,201604,21404,104102,"$1,935,981.24 ",$90.45 ,,,
1,Alameda,201605,23496,111744,"$2,057,054.70 ",$87.55 ,,,
1,Alameda,201606,22537,107810,"$1,999,368.37 ",$88.71 ,,,
1,Alameda,201607,20926,101904,"$1,874,534.67 ",$89.58 ,,,
1,Alameda,201608,20282,99072,"$1,807,717.73 ",$89.13 ,,,
1,Alameda,201609,20177,98617,"$1,805,060.63 ",$89.46 ,,,
1,Alameda,201610,19670,95707,"$1,770,149.05 ",$89.99 ,,,
1,Alameda,201611,19069,92299,"$1,720,608.31 ",$90.23 ,,,
1,Alameda,201612,18755,90171,"$1,687,695.28 ",$89.99 ,,,
1,Alameda,2017,31799,1029448,"$19,632,702.57 ",$617.40 ,,,
1,Alameda,201701,19074,92326,"$1,710,276.34 ",$89.67 ,,,
1,Alameda,201702,18849,90840,"$1,690,656.88 ",$89.69 ,,,
1,Alameda,201703,19337,92110,"$1,730,416.42 ",$89.49 ,,,
1,Alameda,201704,18526,89060,"$1,691,227.59 ",$91.29 ,,,
1,Alameda,201705,18308,87094,"$1,661,800.56 ",$90.77 ,,,
1,Alameda,201706,18074,86903,"$1,659,833.34 ",$91.84 ,,,
1,Alameda,201707,17816,85057,"$1,645,628.55 ",$92.37 ,,,
1,Alameda,201708,18073,84873,"$1,635,804.40 ",$90.51 ,,,
1,Alameda,201709,17722,83686,"$1,612,384.29 ",$90.98 ,,,
1,Alameda,201710,17530,81721,"$1,575,811.90 ",$89.89 ,,,
1,Alameda,201711,16978,78845,"$1,527,459.68 ",$89.97 ,,,
1,Alameda,201712,16631,76933,"$1,491,402.62 ",$89.68 ,,,
1,Alameda,2018,31467,952721,"$19,054,667.13 ",$605.54 ,,,
1,Alameda,201801,17309,81851,"$1,591,506.31 ",$91.95 ,,,
1,Alameda,201802,17307,81870,"$1,607,260.34 ",$92.87 ,,,
1,Alameda,201803,17661,82119,"$1,613,965.33 ",$91.39 ,,,
1,Alameda,201804,17583,81526,"$1,607,383.38 ",$91.42 ,,,
1,Alameda,201805,17535,80102,"$1,581,731.30 ",$90.20 ,,,
1,Alameda,201806,17294,79445,"$1,569,348.80 ",$90.75 ,,,
1,Alameda,201807,17305,79734,"$1,587,038.74 ",$91.71 ,,,
1,Alameda,201808,17704,80450,"$1,619,380.39 ",$91.47 ,,,
1,Alameda,201809,16975,78293,"$1,582,053.08 ",$93.20 ,,,
1,Alameda,201810,16616,77294,"$1,579,444.95 ",$95.06 ,,,
1,Alameda,201811,15892,75599,"$1,568,030.97 ",$98.67 ,,,
1,Alameda,201812,15508,74438,"$1,547,523.54 ",$99.79 ,,,
3,Amador,2010,928,24847,"$420,394.48 ",$453.01 ,,,
3,Amador,201001,466,2347,"$36,992.06 ",$79.38 ,,,
3,Amador,201002,452,2308,"$37,382.15 ",$82.70 ,,,
3,Amador,201003,474,2372,"$38,354.77 ",$80.92 ,,,
3,Amador,201004,448,2152,"$35,773.58 ",$79.85 ,,,
3,Amador,201005,465,2066,"$35,384.36 ",$76.10 ,,,
3,Amador,201006,444,2028,"$35,017.31 ",$78.87 ,,,
3,Amador,201007,418,1915,"$34,059.92 ",$81.48 ,,,
3,Amador,201008,459,2145,"$37,198.58 ",$81.04 ,,,
3,Amador,201009,452,2029,"$33,930.66 ",$75.07 ,,,
3,Amador,201010,429,1941,"$32,791.22 ",$76.44 ,,,
3,Amador,201011,416,1838,"$32,899.07 ",$79.08 ,,,
3,Amador,201012,387,1706,"$30,610.80 ",$79.10 ,,,
3,Amador,2011,965,23989,"$420,274.39 ",$435.52 ,,,
3,Amador,201101,427,1885,"$33,244.33 ",$77.86 ,,,
3,Amador,201102,414,1872,"$33,587.09 ",$81.13 ,,,
3,Amador,201103,416,1834,"$32,209.92 ",$77.43 ,,,
3,Amador,201104,435,1924,"$35,110.11 ",$80.71 ,,,
3,Amador,201105,442,1949,"$34,812.15 ",$78.76 ,,,
3,Amador,201106,463,2010,"$34,756.13 ",$75.07 ,,,
3,Amador,201107,451,2108,"$36,121.04 ",$80.09 ,,,
3,Amador,201108,483,2101,"$37,090.55 ",$76.79 ,,,
3,Amador,201109,469,2173,"$37,439.67 ",$79.83 ,,,
3,Amador,201110,442,1992,"$34,397.13 ",$77.82 ,,,
3,Amador,201111,451,2048,"$35,762.22 ",$79.30 ,,,
3,Amador,201112,444,2093,"$35,744.05 ",$80.50 ,,,
3,Amador,2012,1040,26162,"$461,842.89 ",$444.08 ,,,
3,Amador,201201,463,2143,"$38,641.68 ",$83.46 ,,,
3,Amador,201202,451,2135,"$37,311.77 ",$82.73 ,,,
3,Amador,201203,455,2126,"$37,352.41 ",$82.09 ,,,
3,Amador,201204,466,2200,"$37,298.97 ",$80.04 ,,,
3,Amador,201205,479,2143,"$36,287.04 ",$75.76 ,,,
3,Amador,201206,484,2171,"$36,640.39 ",$75.70 ,,,
3,Amador,201207,485,2209,"$39,366.32 ",$81.17 ,,,
3,Amador,201208,500,2248,"$38,742.72 ",$77.49 ,,,
3,Amador,201209,504,2291,"$41,279.90 ",$81.90 ,,,
3,Amador,201210,478,2161,"$40,581.33 ",$84.90 ,,,
3,Amador,201211,484,2228,"$39,830.30 ",$82.29 ,,,
3,Amador,201212,464,2107,"$38,510.06 ",$83.00 ,,,
3,Amador,2013,1056,26277,"$475,902.48 ",$450.67 ,,,
3,Amador,201301,472,2217,"$41,166.27 ",$87.22 ,,,
3,Amador,201302,488,2268,"$41,471.89 ",$84.98 ,,,
3,Amador,201303,461,2186,"$39,788.36 ",$86.31 ,,,
3,Amador,201304,477,2278,"$41,761.47 ",$87.55 ,,,
3,Amador,201305,460,2195,"$40,207.73 ",$87.41 ,,,
3,Amador,201306,476,2282,"$40,938.49 ",$86.01 ,,,
3,Amador,201307,467,2238,"$40,492.46 ",$86.71 ,,,
3,Amador,201308,478,2240,"$39,882.53 ",$83.44 ,,,
3,Amador,201309,478,2151,"$38,076.33 ",$79.66 ,,,
3,Amador,201310,473,2058,"$36,570.82 ",$77.32 ,,,
3,Amador,201311,462,2073,"$37,159.61 ",$80.43 ,,,
3,Amador,201312,450,2091,"$38,386.52 ",$85.30 ,,,
3,Amador,2014,986,26497,"$487,219.58 ",$494.14 ,,,
